% Roll Moment Body Axis Coefficient Effect of Rudder Deflection
% The Function is Cl_rud(alpha, beta)
% Ranges are:
    % alpha = -20 to 90 deg
    % beta  = -30 to 30 deg
% ------------------------------------------------------------------ %
-0.0100  0.0057  0.0178  0.0291  0.0365  0.0364  0.0336  0.0316  0.0251  0.0216  0.0159  0.0154  0.0142  0.0100  0.0005   0.0079  0.0191  0.0311  0.0465
-0.0062  0.0064  0.0192  0.0249  0.0258  0.0263  0.0271  0.0243  0.0213  0.0192  0.0168  0.0149  0.0121  0.0109  0.0066   0.0076  0.0150  0.0275  0.0440
-0.0054  0.0058  0.0172  0.0212  0.0240  0.0255  0.0268  0.0246  0.0205  0.0187  0.0172  0.0131  0.0113  0.0098  0.0047   0.0076  0.0115  0.0230  0.0343
 0.0260  0.0316  0.0342  0.0330  0.0310  0.0311  0.0289  0.0252  0.0204  0.0153  0.0111  0.0072  0.0031 -0.0010 -0.0047  -0.0068 -0.0079 -0.0050  0.0006
 0.0291  0.0328  0.0338  0.0329  0.0293  0.0298  0.0261  0.0220  0.0181  0.0145  0.0111  0.0078  0.0035 -0.0010 -0.0054  -0.0087 -0.0093 -0.0080 -0.0044
 0.0410  0.0430  0.0430  0.0394  0.0330  0.0314  0.0271  0.0230  0.0183  0.0138  0.0097  0.0056  0.0008 -0.0045 -0.0087  -0.0152 -0.0183 -0.0183 -0.0205
 0.0638  0.0638  0.0624  0.0550  0.0440  0.0399  0.0341  0.0278  0.0207  0.0135  0.0071  0.0004 -0.0071 -0.0138 -0.0201  -0.0309 -0.0383 -0.0397 -0.0397
 0.0820  0.0770  0.0730  0.0653  0.0518  0.0481  0.0410  0.0328  0.0227  0.0134  0.0046 -0.0045 -0.0143 -0.0239 -0.0320  -0.0454 -0.0530 -0.0570 -0.0620
 0.1090  0.0930  0.0810  0.0710  0.0532  0.0476  0.0414  0.0315  0.0227  0.0139  0.0058 -0.0030 -0.0120 -0.0231 -0.0324  -0.0501 -0.0598 -0.0719 -0.0799
 0.0930  0.0836  0.0716  0.0609  0.0447  0.0425  0.0367  0.0307  0.0228  0.0145  0.0049 -0.0032 -0.0118 -0.0212 -0.0302  -0.0466 -0.0571 -0.0690 -0.0784
 0.0820  0.0505  0.0236  0.0170  0.0047  0.0242  0.0271  0.0246  0.0215  0.0128  0.0082  0.0012 -0.0052 -0.0092 -0.0165  -0.0291 -0.0358 -0.0625 -0.0939
 0.0640  0.0550  0.0330  0.0033 -0.0018 -0.0037  0.0099  0.0121  0.0076  0.0012  0.0007  0.0000 -0.0010 -0.0015 -0.0033  -0.0085 -0.0379 -0.0600 -0.0690
 0.0584  0.0577  0.0360  0.0088  0.0047  0.0092  0.0143  0.0140  0.0129  0.0030 -0.0006 -0.0053 -0.0073 -0.0088 -0.0110  -0.0143 -0.0426 -0.0641 -0.0648
 0.0825  0.0635  0.0405  0.0319  0.0229  0.0200  0.0229  0.0236  0.0139  0.0013  0.0017 -0.0056 -0.0091 -0.0109 -0.0174  -0.0263 -0.0349 -0.0578 -0.0771
 0.0536  0.0446  0.0302  0.0250  0.0164  0.0162  0.0156  0.0124  0.0087  0.0033 -0.0035 -0.0074 -0.0137 -0.0143 -0.0195  -0.0279 -0.0332 -0.0479 -0.0570
 0.0580  0.0430  0.0325  0.0260  0.0161  0.0143  0.0120  0.0081  0.0064  0.0014 -0.0039 -0.0069 -0.0138 -0.0161 -0.0194  -0.0281 -0.0347 -0.0454 -0.0600
 0.0600  0.0448  0.0350  0.0270  0.0182  0.0157  0.0130  0.0077  0.0048 -0.0012 -0.0055 -0.0078 -0.0140 -0.0172 -0.0202  -0.0290 -0.0375 -0.0470 -0.0624
 0.0656  0.0550  0.0440  0.0330  0.0229  0.0206  0.0162  0.0112  0.0039 -0.0005 -0.0023 -0.0077 -0.0125 -0.0165 -0.0209  -0.0308 -0.0420 -0.0529 -0.0636
 0.0680  0.0570  0.0450  0.0341  0.0219  0.0183  0.0116  0.0118  0.0063 -0.0005 -0.0045 -0.0065 -0.0108 -0.0162 -0.0173  -0.0292 -0.0401 -0.0522 -0.0634
 0.0660  0.0532  0.0390  0.0269  0.0174  0.0156  0.0102  0.0089  0.0069  0.0008 -0.0030 -0.0051 -0.0074 -0.0132 -0.0156  -0.0247 -0.0368 -0.0513 -0.0638
