% Yaw Moment Body Axis Coefficient Effect of Rudder Deflection
% The Function is Cn_rud(alpha, beta)
% Ranges are:
    % alpha = -20 to 90 deg
    % beta  = -30 to 30 deg
% ------------------------------------------------------------------ %
-0.07870 -0.08150 -0.07410 -0.06560 -0.06200 -0.06270 -0.06160 -0.05510 -0.05200 -0.04810 -0.04940 -0.04860 -0.04650 -0.03960 -0.03100 -0.02700 -0.01910 -0.01130 -0.01430
-0.07580 -0.07450 -0.07080 -0.06100 -0.06230 -0.06580 -0.06490 -0.05800 -0.05220 -0.04840 -0.04650 -0.04370 -0.03950 -0.02980 -0.02020 -0.02160 -0.01170 -0.00820 -0.00690
-0.08500 -0.08330 -0.08280 -0.07490 -0.06700 -0.06850 -0.06570 -0.05900 -0.05200 -0.04760 -0.04470 -0.04070 -0.03380 -0.02380 -0.01250 -0.00460  0.00330  0.00430  0.00560
-0.14220 -0.12700 -0.11700 -0.09320 -0.07740 -0.07450 -0.06710 -0.05990 -0.05220 -0.04490 -0.04010 -0.03370 -0.02580 -0.01470 -0.00450  0.01520  0.03520  0.04980  0.05980
-0.15760 -0.13810 -0.11810 -0.09810 -0.07910 -0.07830 -0.06930 -0.06100 -0.05270 -0.04510 -0.03890 -0.03230 -0.02300 -0.01160  0.00000  0.01900  0.03890  0.05840  0.07840
-0.15910 -0.14060 -0.12160 -0.10260 -0.08190 -0.07930 -0.06960 -0.06100 -0.05200 -0.04500 -0.03880 -0.03110 -0.02200 -0.01000  0.00090  0.02150  0.04050  0.05940  0.07940
-0.15200 -0.13500 -0.11700 -0.09900 -0.08160 -0.07790 -0.06900 -0.06000 -0.05130 -0.04410 -0.03820 -0.03090 -0.02000 -0.00830  0.00031  0.02070  0.03810  0.05500  0.07250
-0.13060 -0.10910 -0.10260 -0.09060 -0.07520 -0.07590 -0.06940 -0.06050 -0.05170 -0.04460 -0.03860 -0.03200 -0.02010 -0.00880  0.00190  0.01730  0.02890  0.03490  0.05690
-0.12710 -0.10710 -0.08660 -0.08360 -0.06770 -0.06850 -0.06760 -0.06280 -0.05430 -0.04750 -0.04310 -0.04040 -0.03210 -0.02300 -0.00470  0.00120  0.00430  0.02490  0.04470
-0.10410 -0.09250 -0.07380 -0.06830 -0.05420 -0.06000 -0.06200 -0.05890 -0.05270 -0.04830 -0.04510 -0.04110 -0.03330 -0.02540 -0.01790 -0.00420  0.00130  0.01970  0.03170
-0.05980 -0.02950 -0.01830 -0.00980 -0.00490 -0.02810 -0.04220 -0.04750 -0.04740 -0.04940 -0.05100 -0.05140 -0.05040 -0.04370 -0.03670 -0.03250 -0.02420 -0.01300  0.01800
-0.04670 -0.02010  0.00610  0.01860  0.01590  0.01230 -0.00850 -0.02430 -0.03630 -0.04490 -0.05270 -0.05710 -0.06070 -0.05830 -0.05850 -0.06110 -0.04510 -0.02280  0.01040
-0.02890 -0.01110  0.03860  0.04840  0.03210  0.01450  0.00130 -0.01030 -0.02430 -0.00328 -0.04050 -0.04490 -0.04960 -0.05700 -0.06590 -0.08240 -0.07260 -0.02270 -0.00530
-0.02430 -0.01290  0.02130  0.04470  0.03250  0.02480  0.01400  0.00470 -0.00530 -0.01620 -0.04100 -0.05450 -0.06170 -0.06970 -0.07840 -0.09120 -0.06720 -0.03329 -0.02220
-0.03950 -0.02470 -0.00630  0.01770  0.01960  0.01490  0.00820  0.00220  0.00030 -0.00810 -0.01660 -0.03000 -0.04380 -0.05580 -0.06550 -0.06320 -0.03940 -0.02020 -0.00580
-0.03640 -0.03050  0.00880  0.00670  0.00060 -0.00180 -0.00750 -0.00750  0.00040 -0.00400 -0.00120 -0.00890 -0.02030 -0.02890 -0.03180 -0.03830 -0.04010 -0.00110  0.00510
-0.01620 -0.01270  0.01810  0.00260 -0.00840 -0.01210 -0.01950 -0.01930 -0.00820 -0.00120  0.00660  0.00960  0.00460 -0.00330 -0.00480 -0.01630 -0.03170 -0.00120  0.00260
 0.02670  0.02970  0.01770  0.00690 -0.00160 -0.00810 -0.01560 -0.02030 -0.01520 -0.00150  0.00150  0.01430  0.01570  0.00940  0.00490 -0.00350 -0.01480 -0.02630 -0.02360
 0.02230  0.02610  0.02150  0.01670  0.01090  0.00840  0.00500  0.00160 -0.00020 -0.00610 -0.00550 -0.00890 -0.00960 -0.01050 -0.01140 -0.01720 -0.02250 -0.02680 -0.02330
 0.00890  0.00770  0.00680  0.00140 -0.00360 -0.00440 -0.00570 -0.00100 -0.00090 -0.00240 -0.00420 -0.00470 -0.00540 -0.00580 -0.00570 -0.01090 -0.01570 -0.01700 -0.01810
