% Yaw Moment Coefficient Effect of Leading Edge Flap
% The Function is Cn_lef(alpha, beta)
% Ranges are:
    % alpha = -20 to 45 deg
    % beta = -30 to 30 deg
% ------------------------------------------------------------------ %
-0.05410 -0.05630 -0.04610 -0.04950 -0.02960 -0.02080 -0.01730 -0.01000 -0.00430  0.00000  0.00370  0.00760  0.01210  0.01860  0.02310  0.04280  0.03930  0.04940  0.04680
-0.06780 -0.07280 -0.06580 -0.05390 -0.03580 -0.02820 -0.02040 -0.01260 -0.00580  0.00000  0.00570  0.01250  0.02060  0.02880  0.03640  0.05390  0.06580  0.07300  0.06830
-0.07800 -0.07730 -0.06290 -0.05550 -0.03700 -0.02890 -0.02180 -0.01420 -0.00680  0.00000  0.00690  0.01410  0.02240  0.03010  0.03870  0.05720  0.06450  0.07150  0.07940
-0.08810 -0.08510 -0.07530 -0.05560 -0.04020 -0.03080 -0.02540 -0.01410 -0.00670  0.00000  0.00670  0.01440  0.02340  0.03280  0.04300  0.05860  0.07850  0.08720  0.09130
-0.10600 -0.09290 -0.07540 -0.05930 -0.04200 -0.03190 -0.02220 -0.01350 -0.00620  0.00000  0.00660  0.01430  0.02340  0.03400  0.04290  0.05950  0.07590  0.09380  0.10660
-0.10510 -0.08770 -0.07280 -0.05730 -0.04100 -0.03240 -0.02250 -0.01400 -0.00610  0.00000  0.00620  0.01490  0.02290  0.03360  0.04230  0.05890  0.07470  0.08770  0.10690
-0.09260 -0.07970 -0.07310 -0.05800 -0.04240 -0.03270 -0.02350 -0.01540 -0.00640  0.00000  0.00640  0.01150  0.02430  0.03300  0.04250  0.05790  0.07300  0.07960  0.09250
-0.06320 -0.06700 -0.06530 -0.05490 -0.04140 -0.03160 -0.02230 -0.01350 -0.00590  0.00000  0.00550  0.01430  0.02320  0.03250  0.04170  0.05330  0.06560  0.06730  0.06350
-0.03590 -0.01910 -0.01730 -0.02300 -0.02160 -0.01740 -0.00760 -0.00580 -0.00150  0.00000  0.00300  0.00870  0.01590  0.02270  0.02790  0.02920  0.02370  0.02530  0.04210
-0.03420 -0.02080 -0.00170  0.00630 -0.00590 -0.00940 -0.00610 -0.00290 -0.00120  0.00000  0.00080  0.00380  0.00690  0.00780  0.00340 -0.00880 -0.00080  0.01830  0.03170
-0.02650 -0.00470  0.01280  0.02490  0.01980  0.01140  0.00550  0.00570  0.00300  0.00000 -0.00320 -0.00770 -0.01170 -0.02010 -0.02760 -0.03320 -0.02090 -0.00340  0.01880
 0.01380  0.03910  0.05330  0.05530  0.04340  0.03970  0.02630  0.02060  0.01190  0.00000 -0.00900 -0.01340 -0.01900 -0.02630 -0.03280 -0.04440 -0.04270 -0.02790 -0.00210
 0.03020  0.03570  0.06750  0.06450  0.04450  0.03300  0.02140  0.01560  0.00650  0.00000 -0.00600 -0.01360 -0.01550 -0.02660 -0.03300 -0.05320 -0.05610 -0.02400  0.00140
 0.00030 -0.00380  0.02140  0.04000  0.03260  0.02610  0.01990  0.01300  0.00470  0.00000 -0.01700 -0.03690 -0.04640 -0.05330 -0.06110 -0.06810 -0.04950 -0.02450 -0.02800
